"Study_ID","response_var","Koppen","Ne","Nc","Xe1","Xe2","Xe3","Xe4","Xe5","Xe6","Xe7","Xe8","Xe9","Xe10","Xc","percent_change1","percent_change2","percent_change3","percent_change4","percent_change5","percent_change6","percent_change7","percent_change8","percent_change9","percent_change10","Xc123","Xc4","Xc5","Climate"
"1","DOC_mg_C_L","Dfb",20,8,4.56666666666667,3.3,NA,NA,NA,NA,NA,NA,NA,NA,3.0875,47.9082321187584,6.88259109311739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"1","NH4_mg_per_L_as_NH4","Dfb",20,8,0.0819382852857354,0.0262888026607539,NA,NA,NA,NA,NA,NA,NA,NA,0.0262888026607539,211.685116827552,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"1","NO3_mg_per_L_as_Nitrate","Dfb",20,8,0.0848655914025,0.04544354839125,NA,NA,NA,NA,NA,NA,NA,NA,0.0172459677424516,392.089470825114,163.502455008013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"1","STDEV_DOC","Dfb",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.348477978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"1","TDN_mg_N_per_L","Dfb",16,6,0.601,0.26,NA,NA,NA,NA,NA,NA,NA,NA,0.128333333333333,368.311688311688,102.597402597403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"10","NH4_mg_per_L_as_NH4","BSk",12,6,16.8383333333333,30.0866666666667,NA,NA,NA,NA,NA,NA,NA,NA,14.165,18.8728085657136,112.401458995176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arid"
"10","NO3_mg_per_L_as_Nitrate","BSk",2,1,310,427.8,NA,NA,NA,NA,NA,NA,NA,NA,142.6,117.391304347826,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arid"
"10","STER_NH4","BSk",12,6,3.80833333333333,9.72333333333333,NA,NA,NA,NA,NA,NA,NA,NA,3.47333333333333,9.64491362763917,179.942418426104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arid"
"10","STER_NO3","BSk",2,1,12.4,415.4,NA,NA,NA,NA,NA,NA,NA,NA,62,-80,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arid"
"11","DOC_mg_C_L","Cfb",550,169,3.72720930232558,4.11550753768844,3.82720670391061,NA,NA,NA,NA,NA,NA,NA,2.65307692307692,40.4862885770733,55.1220585385612,44.2553991036184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"11","NH4_mg_per_L_as_NH4","Cfb",510,167,0.0790082395760268,0.0659872148952677,0.0593658787123734,NA,NA,NA,NA,NA,NA,NA,0.0465631929045536,69.6796002326986,41.7153996087209,27.4952919016165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"11","NO3_mg_per_L_as_Nitrate","Cfb",552,170,0.118636477868511,0.155927258066748,0.166253136200028,NA,NA,NA,NA,NA,NA,NA,0.0331754838701537,257.602856171879,370.007487086053,401.132513547444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"14","NO3_mg_per_L_as_Nitrate","Cfb",1,1,0.2190322581,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006774193548,3133.3333340419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"14","TN_mg_N_per_L","Cfb",1,1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"15","DOC_mg_C_L","Dfb",8,5,3.9,3.6,2.9,2.2,4,2.6,1.5,1,NA,NA,1.82,114.285714285714,97.8021978021978,59.3406593406593,20.8791208791209,119.78021978022,42.8571428571429,-17.5824175824176,-45.0549450549451,NA,NA,NA,NA,NA,"Cold"
"15","STDEV_DOC","Dfb",8,5,0.4,0.5,0.3,0.3,0.6,0.3,0.1,0.1,NA,NA,0.26,53.8461538461539,92.3076923076923,15.3846153846154,15.3846153846154,130.769230769231,15.3846153846154,-61.5384615384615,-61.5384615384615,NA,NA,NA,NA,NA,"Cold"
"16","DOC_mg_C_L","Csa",62,18,4.50866165689655,5.56847752939394,NA,NA,NA,NA,NA,NA,NA,NA,4.05243034333333,11.2582148219714,37.4108141933805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"16","NH4_mg_per_L_as_NH4","Csa",59,19,0.105796934666667,0.165646705862069,NA,NA,NA,NA,NA,NA,NA,NA,0.0276075121052632,283.217923669758,500.005915891601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"16","NO3_mg_per_L_as_Nitrate","Csa",31,14,0.234798972857143,0.199363340588235,NA,NA,NA,NA,NA,NA,NA,NA,0.06726612,249.059783524221,196.38002100944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"17","NO3_mg_per_L_as_Nitrate","Dfc",3,1,0.3816129032,0.7338709677,0.7632258065,NA,NA,NA,NA,NA,NA,NA,0.1467741935,160.000000068132,400.000000136264,420.000000204396,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"18","DOC_mg_C_L","Dfc",43,45,4.58139534790698,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.753875522,-3.62820131269358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"18","NO3_mg_per_L_as_Nitrate","Dfc",44,47,0.230498533636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.101633493404255,126.793870716947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"18","TDN_mg_N_per_L","Dfc",45,39,0.381534049777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.244565757179487,56.0046893636746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"19","TN_mg_N_per_L","As",1,3,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tropical"
"2","NO3_mg_per_L_as_Nitrate","BSk",309,66,0.0259453725929204,0.00875363242718447,0.00598625596774194,NA,NA,NA,NA,NA,NA,NA,0.004541983,471.234471659633,92.7271067986046,31.7982909170275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arid"
"21","NO3_mg_per_L_as_Nitrate","Csb",73,47,NA,0.0816857142857143,0.0796052631578947,NA,NA,NA,NA,NA,NA,NA,0.03105,NA,163.077984817115,156.377659123655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"21","TN_mg_N_per_L","Csb",80,46,NA,0.297184210526316,0.31597619047619,NA,NA,NA,NA,NA,NA,NA,0.283933333333333,NA,4.66689734432346,11.2853453191561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"22","DOC_mg_C_L","Dfc",83,76,1.14771944891566,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.685714285,67.3757531412172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"22","NO3_mg_per_L_as_Nitrate","Dfc",99,102,0.251461988484849,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0689916837254902,264.481593876425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"22","TN_mg_N_per_L","Dfc",4,4,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1225,136.734693877551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"24","TN_mg_N_per_L","Dfb",10,30,0.963349514,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.344174757,179.901269458876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"25","TN_mg_N_per_L","Csa",56,11,0.788392857321429,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.987662338181818,-20.1758711613145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"26","NH4_mg_per_L_as_NH4","Dfc",55,49,0.00585128969959455,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00343600190069592,70.2935524689158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"26","NO3_mg_per_L_as_Nitrate","Dfc",56,55,0.0967542318126786,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0239830438813818,303.427656185833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"26","TDN_mg_N_per_L","Dfc",53,52,0.714576396415094,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.261312217230769,173.456941274215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"26","TN_mg_N_per_L","Dfc",55,53,0.731016042909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.246762856603774,196.242332808978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"27","NO3_mg_per_L_as_Nitrate","Cfb",10,1,0.26434426,0.17213115,0.23360656,0.35040984,0.01229508,0.15983607,0.14754098,NA,0.22745902,0.14139344,0.23360656,13.1578924838412,-26.3157892483841,0,50,-94.7368430064635,-31.5789462419206,-36.8421075161588,NA,-2.63157849676823,-39.473686012927,NA,NA,NA,"Temperate"
"27","TN_mg_N_per_L","Cfb",10,1,0.78688525,0.8852459,0.81967213,1.21311475,1.01639344,1.24590164,1.27868852,1.31147541,2.29508197,1.14754098,1.14754098,-31.4285708559184,-22.857142757551,-28.5714284469388,5.71428568938774,-11.4285713787755,8.57142896979592,11.4285713787755,14.2857146591837,100.000000871429,0,NA,NA,NA,"Temperate"
"3","DOC_mg_C_L","Dfb",1,1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,14.2857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"3","STDEV_DOC","Dfb",1,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"3","TN_mg_N_per_L","Dfb",22,NA,0.661394580909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"4","DOC_mg_C_L","Csb",6,3,2.63666666666667,2.80666666666667,NA,NA,NA,NA,NA,NA,NA,NA,1.63666666666667,61.0997963340122,71.4867617107943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"4","STER_DOC","Csb",6,3,0.316666666666667,0.443333333333333,NA,NA,NA,NA,NA,NA,NA,NA,0.22,43.9393939393939,101.515151515151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"4","STER_TDN","Csb",6,3,0.00666666666666667,0.04,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-66.6666666666667,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"4","TDN_mg_N_per_L","Csb",6,3,0.0966666666666667,0.156666666666667,NA,NA,NA,NA,NA,NA,NA,NA,0.113333333333333,-14.7058823529412,38.2352941176471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"5","DOC_mg_C_L","Cfb",141,73,3.97763157894737,3.02,NA,NA,NA,NA,NA,NA,NA,NA,2.34520547945205,69.6069540088539,28.7733644859813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"5","NO3_mg_per_L_as_Nitrate","Cfb",143,73,0.118956011736607,0.0420102639276398,NA,NA,NA,NA,NA,NA,NA,NA,0.0294661953161662,303.703330071067,42.5710495599394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"6","NO3_mg_per_L_as_Nitrate","Dfb",10,6,0.083999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023114095,263.41460481148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"8","DOC_mg_C_L","Dsc",8,8,5.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,-11.4035087719298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"8","NO3_mg_per_L_as_Nitrate","Dsc",8,8,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"8","STDEV_DOC","Dsc",8,8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,-50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"8","STER_NO3","Dsc",8,8,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cold"
"9","DOC_mg_C_L","Csb",12,1,1.17333333333333,1.60166666666667,NA,NA,NA,NA,NA,NA,NA,NA,2.14,-45.1713395638629,-25.1557632398754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"9","NH4_mg_per_L_as_NH4","Csb",11,NA,0.136666666666667,0.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"9","NO3_mg_per_L_as_Nitrate","Csb",12,1,0.00903225806516667,0.00827956989266667,NA,NA,NA,NA,NA,NA,NA,NA,0.006774193548,33.3333333505556,22.2222222320635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"9","STDEV_NO3","Csb",12,1,0.004516129032,0.003387096774,NA,NA,NA,NA,NA,NA,NA,NA,0.002258064516,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"9","STER_DOC","Csb",12,1,0.258333333333333,0.823333333333333,NA,NA,NA,NA,NA,NA,NA,NA,0.43,-39.922480620155,91.4728682170543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"9","STER_NH4","Csb",11,NA,0.776666666666667,0.662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"9","STER_NO3","Csb",12,1,0.02,0.015,NA,NA,NA,NA,NA,NA,NA,NA,0.01,100,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"9","STER_TDN","Csb",11,1,0.0166666666666667,0.014,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-16.6666666666667,-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"9","TDN_mg_N_per_L","Csb",11,1,0.1,0.104,NA,NA,NA,NA,NA,NA,NA,NA,0.12,-16.6666666666667,-13.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Temperate"
"12","NH4_mg_per_L_as_NH4","Dfc",NA,NA,0.0250955416666667,0.0453845384615385,0.00639411111111111,0.0222590769230769,0.00571569230769231,NA,NA,NA,NA,NA,NA,325.11399088073,668.805970635471,8.3150994979225,500.660093409445,-1.59053004108531,NA,NA,NA,NA,NA,0.00590325,0.00370576923076923,0.00580807142857143,"Cold"
"12","NO3_mg_per_L_as_Nitrate","Dfc",NA,NA,0.02864552,0.0196263529411765,0.0478796875,0.169264142857143,0.101485214285714,NA,NA,NA,NA,NA,NA,186.094006317025,96.0160591371041,378.193156140373,33.9040898503587,184.105017793644,NA,NA,NA,NA,NA,0.010012625,0.126407,0.0357210214285714,"Cold"
