Site,Year,Q,Q_unit
Crow_Creek,1989,0.021479714,l_ha_s
Crow_Creek,1989,0.039379475,l_ha_s
Crow_Creek,1989,0.11097852,l_ha_s
Crow_Creek,1989,0.257756563,l_ha_s
Crow_Creek,1989,0.311455847,l_ha_s
Crow_Creek,1989,0.433174224,l_ha_s
Crow_Creek,1989,0.941527446,l_ha_s
Crow_Creek,1989,0.715990453,l_ha_s
Crow_Creek,1989,0.715990453,l_ha_s
Crow_Creek,1989,0.343675418,l_ha_s
Crow_Creek,1989,0.289976134,l_ha_s
Crow_Creek,1989,0.093078759,l_ha_s
Crow_Creek,1989,0.064439141,l_ha_s
Crow_Creek,1989,0.07875895,l_ha_s
Crow_Creek,1990,0.064439141,l_ha_s
Crow_Creek,1990,0.139618138,l_ha_s
Crow_Creek,1990,0.200477327,l_ha_s
Crow_Creek,1990,0.171837709,l_ha_s
Crow_Creek,1990,0.447494033,l_ha_s
Crow_Creek,1990,0.794749403,l_ha_s
Crow_Creek,1990,0.723150358,l_ha_s
Crow_Creek,1990,0.855608592,l_ha_s
Crow_Creek,1990,0.204057279,l_ha_s
Crow_Creek,1990,0.128878282,l_ha_s
Crow_Creek,1990,0.662291169,l_ha_s
Crow_Creek,1990,0.075178998,l_ha_s
Crow_Creek,1991,0.028639618,l_ha_s
Crow_Creek,1991,0.03221957,l_ha_s
Crow_Creek,1991,0.046539379,l_ha_s
Crow_Creek,1991,0.046539379,l_ha_s
Crow_Creek,1991,0.45823389,l_ha_s
Crow_Creek,1991,0.42601432,l_ha_s
Crow_Creek,1991,3.5,l_ha_s
Crow_Creek,1991,0.844868735,l_ha_s
Crow_Creek,1991,0.590692124,l_ha_s
Crow_Creek,1991,0.257756563,l_ha_s
Crow_Creek,1991,0.128878282,l_ha_s
Crow_Creek,1991,0.064439141,l_ha_s
Crow_Creek,1991,0.064439141,l_ha_s
Crow_Creek,1992,0.039379475,l_ha_s
Crow_Creek,1992,0.060859189,l_ha_s
Crow_Creek,1992,0.297136038,l_ha_s
Crow_Creek,1992,0.529832936,l_ha_s
Crow_Creek,1992,0.494033413,l_ha_s
Crow_Creek,1992,0.515513126,l_ha_s
Crow_Creek,1992,0.311455847,l_ha_s
Crow_Creek,1992,0.429594272,l_ha_s
Crow_Creek,1992,0.322195704,l_ha_s
Crow_Creek,1992,0.232696897,l_ha_s
Crow_Creek,1992,0.11097852,l_ha_s
Crow_Creek,1992,0.089498807,l_ha_s
Crow_Creek,1992,0.053699284,l_ha_s
Crow_Creek,1992,0.053699284,l_ha_s
Crow_Creek,1992,0.025059666,l_ha_s
Crow_Creek,1993,0.039379475,l_ha_s
Crow_Creek,1993,0.060859189,l_ha_s
Crow_Creek,1993,0.594272076,l_ha_s
Crow_Creek,1993,0.791169451,l_ha_s
Crow_Creek,1993,0.619331742,l_ha_s
Crow_Creek,1993,0.690930788,l_ha_s
Crow_Creek,1993,0.705250597,l_ha_s
Crow_Creek,1993,0.375894988,l_ha_s
Crow_Creek,1993,0.1575179,l_ha_s
Crow_Creek,1993,0.107398568,l_ha_s
Crow_Creek,1993,0.07875895,l_ha_s
Jones_Creek,1989,0.039379475,l_ha_s
Jones_Creek,1989,0.060859189,l_ha_s
Jones_Creek,1989,0.372315036,l_ha_s
Jones_Creek,1989,0.662291169,l_ha_s
Jones_Creek,1989,0.748210024,l_ha_s
Jones_Creek,1989,0.72673031,l_ha_s
Jones_Creek,1989,1.317422434,l_ha_s
Jones_Creek,1989,0.880668258,l_ha_s
Jones_Creek,1989,0.472553699,l_ha_s
Jones_Creek,1989,0.272076372,l_ha_s
Jones_Creek,1989,0.193317422,l_ha_s
Jones_Creek,1989,0.093078759,l_ha_s
Jones_Creek,1989,0.075178998,l_ha_s
Jones_Creek,1989,0.064439141,l_ha_s
Jones_Creek,1990,0.229116945,l_ha_s
Jones_Creek,1990,0.3150358,l_ha_s
Jones_Creek,1990,0.447494033,l_ha_s
Jones_Creek,1990,0.304295943,l_ha_s
Jones_Creek,1990,0.665871122,l_ha_s
Jones_Creek,1990,0.912887828,l_ha_s
Jones_Creek,1990,0.834128878,l_ha_s
Jones_Creek,1990,0.594272076,l_ha_s
Jones_Creek,1990,0.164677804,l_ha_s
Jones_Creek,1990,0.096658711,l_ha_s
Jones_Creek,1990,0.114558473,l_ha_s
Jones_Creek,1990,0.114558473,l_ha_s
Jones_Creek,1991,0.053699284,l_ha_s
Jones_Creek,1991,0.118138425,l_ha_s
Jones_Creek,1991,0.171837709,l_ha_s
Jones_Creek,1991,0.261336516,l_ha_s
Jones_Creek,1991,1.138424821,l_ha_s
Jones_Creek,1991,2.4,l_ha_s
Jones_Creek,1991,0.730310263,l_ha_s
Jones_Creek,1991,0.923627685,l_ha_s
Jones_Creek,1991,0.461813842,l_ha_s
Jones_Creek,1991,0.225536993,l_ha_s
Jones_Creek,1991,0.143198091,l_ha_s
Jones_Creek,1991,0.07875895,l_ha_s
Jones_Creek,1991,0.07875895,l_ha_s
Jones_Creek,1992,0.143198091,l_ha_s
Jones_Creek,1992,0.454653938,l_ha_s
Jones_Creek,1992,1.063245823,l_ha_s
Jones_Creek,1992,0.812649165,l_ha_s
Jones_Creek,1992,0.64797136,l_ha_s
Jones_Creek,1992,0.365155131,l_ha_s
Jones_Creek,1992,0.565632458,l_ha_s
Jones_Creek,1992,0.454653938,l_ha_s
Jones_Creek,1992,0.218377088,l_ha_s
Jones_Creek,1992,0.114558473,l_ha_s
Jones_Creek,1992,0.075178998,l_ha_s
Jones_Creek,1992,0.218377088,l_ha_s
Jones_Creek,1993,0.042959427,l_ha_s
Jones_Creek,1993,0.07875895,l_ha_s
Jones_Creek,1993,0.225536993,l_ha_s
Jones_Creek,1993,0.977326969,l_ha_s
Jones_Creek,1993,1.181384248,l_ha_s
Jones_Creek,1993,0.877088305,l_ha_s
Jones_Creek,1993,0.801909308,l_ha_s
Jones_Creek,1993,0.705250597,l_ha_s
Jones_Creek,1993,0.307875895,l_ha_s
Jones_Creek,1993,0.186157518,l_ha_s
Jones_Creek,1993,0.121718377,l_ha_s
Jones_Creek,1993,0.07875895,l_ha_s